TransactionID,CustomerID,TransactionType,TransactionAmount,TransactionDate,TransactionTime,IP_Location,Device,OldBalance,NewBalance,SenderAccount,ReceiverAccount,SenderLocation,ReceiverLocation,SenderBank,ReceiverBank,isFraud
T000492,C2736,Withdrawal,7804.44,2025-05-07,01:42:47,1.154.222.14,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/3.0),9354.41,6298.92,AC758847,AC180307,South Matthewfort,Christianside,Bank A,Bank D,1
T000493,C9179,Withdrawal,4318.71,2024-09-02,08:15:36,151.61.26.180,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_5) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/34.0.864.0 Safari/536.1",16069.45,13450.58,AC376203,AC694886,Pamelashire,East Mark,Bank B,Bank D,1
T000494,C2754,Deposit,8154.55,2025-03-12,12:51:10,191.15.27.133,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; niu-NZ) AppleWebKit/533.16.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6533.16.2",865.6,-3593.93,AC654344,AC907341,Lake Maryborough,Lake Paulland,Bank B,Bank E,1
T000495,C9705,Transfer,2186.03,2024-11-22,02:08:44,60.100.185.83,"Mozilla/5.0 (Linux; Android 4.2.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/33.0.836.0 Safari/535.1",357.83,-304.9,AC883237,AC153243,Willistown,Christinemouth,Bank C,Bank E,1
T000496,C8912,Transfer,8145.69,2025-08-07,11:28:25,44.113.71.247,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_6 rv:3.0; ht-HT) AppleWebKit/535.22.1 (KHTML, like Gecko) Version/5.0.3 Safari/535.22.1",19255.33,13482.32,AC246932,AC313269,Stevenview,South Jacobfort,Bank A,Bank D,1
T000497,C4188,Deposit,2762.35,2024-11-15,23:01:06,45.157.154.189,Opera/8.38.(Windows NT 6.0; ka-GE) Presto/2.9.175 Version/11.00,12909.24,10162.36,AC978936,AC152411,South Stevenfort,New Sarahland,Bank E,Bank A,1
T000498,C7464,Deposit,9038.56,2024-09-14,06:19:46,222.197.191.210,Opera/9.44.(Windows NT 5.0; fy-DE) Presto/2.9.166 Version/11.00,10168.0,5517.07,AC472259,AC892701,East Shane,Francisfurt,Bank E,Bank A,1
T000499,C2446,Withdrawal,1133.97,2025-03-01,05:51:51,17.105.41.236,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/532.4.4 (KHTML, like Gecko) Version/5.0 Safari/532.4.4",15422.6,15359.84,AC970829,AC739007,Cherylville,Terryfort,Bank E,Bank C,1
T000500,C6614,Deposit,8412.05,2024-11-18,21:20:58,53.40.255.222,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_9) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/26.0.808.0 Safari/531.1",11842.91,8815.97,AC615302,AC868775,New Josephmouth,West Gail,Bank D,Bank E,1
T000501,C3488,Transfer,44.34,2024-09-29,17:14:01,145.160.52.173,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),7091.72,7091.63,AC378697,AC274679,Rayville,North Sarahville,Bank B,Bank C,1
T000502,C1460,Deposit,4961.02,2025-02-19,12:46:11,182.46.63.45,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) CriOS/44.0.861.0 Mobile/81R594 Safari/531.2",5190.13,1831.34,AC523266,AC248038,Greenstad,New Jill,Bank A,Bank B,1
T000503,C9601,Payment,662.79,2024-11-21,20:41:49,183.63.136.171,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/534.34.1 (KHTML, like Gecko) Version/5.0.5 Safari/534.34.1",12811.24,12345.56,AC405914,AC160056,Theresashire,Bowenport,Bank B,Bank A,1
T000504,C6508,Payment,2643.17,2025-04-03,06:15:11,86.92.91.187,Opera/9.13.(X11; Linux x86_64; ta-LK) Presto/2.9.188 Version/12.00,18309.58,16447.45,AC614304,AC264301,Port Annborough,Port Gregorybury,Bank C,Bank A,1
T000505,C1121,Deposit,7698.57,2025-02-20,11:21:31,98.190.162.252,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/3.0),15457.14,10454.6,AC840274,AC875866,Port Ashleyland,Port Samuel,Bank D,Bank C,1
T000506,C5241,Withdrawal,9988.37,2025-03-01,13:11:49,31.85.62.98,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_2 rv:5.0; cmn-TW) AppleWebKit/533.7.2 (KHTML, like Gecko) Version/5.0 Safari/533.7.2",19205.51,16263.55,AC684703,AC611687,West Brittneytown,East Heidi,Bank D,Bank E,1
T000507,C4778,Transfer,8204.97,2024-09-06,08:46:00,47.173.194.204,Opera/8.51.(X11; Linux x86_64; nhn-MX) Presto/2.9.172 Version/12.00,17751.97,13588.04,AC881392,AC347469,Jasonstad,Nguyenmouth,Bank E,Bank D,1
T000508,C6768,Deposit,511.31,2024-12-26,11:19:50,154.43.53.197,Opera/9.81.(X11; Linux i686; brx-IN) Presto/2.9.182 Version/10.00,12640.98,12460.02,AC506570,AC971168,Luisbury,Samuelfort,Bank A,Bank C,1
T000509,C7845,Transfer,962.38,2025-01-28,20:28:04,100.235.102.49,Opera/8.61.(Windows NT 11.0; af-ZA) Presto/2.9.184 Version/11.00,18188.05,17504.73,AC507045,AC278950,North Dorothymouth,Rangelmouth,Bank D,Bank E,1
T000510,C8893,Withdrawal,6314.32,2024-11-29,02:05:22,214.14.87.36,Opera/8.64.(Windows NT 6.2; bo-IN) Presto/2.9.190 Version/11.00,9290.14,6574.2,AC711718,AC759499,Brownton,Nicoleton,Bank B,Bank D,1
T000511,C6550,Transfer,9853.34,2025-01-29,03:05:57,62.145.127.70,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_8) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/27.0.814.0 Safari/533.0",9154.87,5436.88,AC842285,AC259335,West Melissa,Luismouth,Bank E,Bank B,1
T000512,C4174,Payment,6624.66,2025-07-28,19:34:44,63.0.61.166,Mozilla/5.0 (Android 2.3.5; Mobile; rv:59.0) Gecko/59.0 Firefox/59.0,12613.72,10396.86,AC246346,AC439447,Foleyport,New Josephhaven,Bank D,Bank B,1
T000513,C2458,Transfer,787.38,2024-12-31,20:05:46,178.128.17.178,Opera/9.22.(Windows NT 11.0; fa-IR) Presto/2.9.180 Version/11.00,18000.51,17855.96,AC892137,AC521188,Port Christopherstad,Shepardfurt,Bank A,Bank C,1
T000514,C8673,Withdrawal,1518.61,2025-07-16,07:21:59,132.66.254.168,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_9; rv:1.9.3.20) Gecko/6949-05-01 15:01:37 Firefox/9.0,517.29,-423.17,AC648980,AC188218,Harmonmouth,Andrewsview,Bank A,Bank C,1
T000515,C4843,Withdrawal,6062.65,2025-04-06,12:36:41,214.60.80.254,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_9 rv:5.0; ak-GH) AppleWebKit/533.28.2 (KHTML, like Gecko) Version/4.0.3 Safari/533.28.2",16400.83,13911.5,AC744286,AC718607,East Kennethmouth,Lake Donna,Bank E,Bank A,1
T000516,C4698,Transfer,8269.71,2025-01-16,04:46:41,138.193.33.139,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_9; rv:1.9.6.20) Gecko/2024-11-01 23:37:40 Firefox/8.0,7293.68,6065.83,AC218216,AC677569,South Rhondahaven,North Amy,Bank D,Bank A,1
T000517,C3066,Transfer,4434.66,2024-10-28,03:27:12,87.118.152.231,Opera/9.97.(X11; Linux x86_64; tr-TR) Presto/2.9.169 Version/12.00,14616.55,12467.47,AC840335,AC600291,Lauriefort,Franklinchester,Bank A,Bank C,1
T000518,C3732,Deposit,3745.03,2025-03-13,13:13:25,159.251.168.238,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_7 rv:5.0; ln-CD) AppleWebKit/535.28.3 (KHTML, like Gecko) Version/4.0.3 Safari/535.28.3",1952.03,-1331.72,AC284784,AC402548,Carsonshire,East Richardview,Bank C,Bank C,1
T000519,C4585,Withdrawal,5254.26,2025-04-13,14:01:45,53.192.136.135,Opera/8.98.(X11; Linux i686; nso-ZA) Presto/2.9.186 Version/12.00,18901.46,14898.06,AC299698,AC366432,Melissashire,Campbellport,Bank E,Bank C,1
T000520,C4793,Payment,5434.16,2025-02-09,17:07:47,102.27.134.167,"Mozilla/5.0 (Linux; Android 4.4) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/27.0.866.0 Safari/531.1",8647.9,3414.39,AC174829,AC590802,New Jason,Lake Alice,Bank C,Bank D,1
T000521,C4002,Deposit,6771.17,2025-07-29,19:30:56,77.172.37.191,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/3.1),16788.87,11324.64,AC316712,AC626137,North Davidfurt,South Maurice,Bank A,Bank B,1
T000522,C7433,Transfer,1898.76,2025-06-17,00:46:12,57.229.235.46,"Mozilla/5.0 (Windows; U; Windows NT 11.0) AppleWebKit/535.48.4 (KHTML, like Gecko) Version/5.0.4 Safari/535.48.4",2517.32,2246.37,AC664497,AC599621,West Hunter,Cherylfurt,Bank C,Bank C,1
T000523,C9651,Transfer,817.63,2025-05-23,21:29:14,21.57.74.160,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/532.3.2 (KHTML, like Gecko) Version/4.0.5 Safari/532.3.2",18968.88,18495.42,AC455832,AC903834,Colemanchester,West Olivia,Bank A,Bank D,1
T000524,C9469,Transfer,5026.85,2025-03-03,08:02:20,6.12.90.66,"Mozilla/5.0 (iPad; CPU iPad OS 11_4_1 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) FxiOS/17.5h3906.0 Mobile/85W538 Safari/536.2",18557.79,17171.99,AC470912,AC347985,North Kristin,Rosehaven,Bank E,Bank D,1
T000525,C5248,Payment,1411.87,2024-10-19,01:39:46,39.50.86.174,Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/4.1),19841.43,18558.57,AC227380,AC879641,Aprilshire,Williamsmouth,Bank A,Bank D,1
T000526,C8500,Withdrawal,5270.98,2025-03-14,03:42:21,60.140.64.101,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/19.0.897.0 Safari/532.1",17825.05,16913.15,AC872111,AC140210,North Daniel,Michelleside,Bank B,Bank B,1
T000527,C7123,Withdrawal,7363.9,2024-10-16,21:44:19,121.108.52.26,"Mozilla/5.0 (iPad; CPU iPad OS 13_7 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) CriOS/23.0.850.0 Mobile/97P077 Safari/532.0",6987.95,2866.23,AC297995,AC945212,West Stephenland,South Stevenburgh,Bank D,Bank C,1
T000528,C8106,Deposit,533.86,2025-07-24,00:23:06,212.39.105.129,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; crh-UA) AppleWebKit/532.27.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6532.27.7",12844.62,12343.54,AC833456,AC679766,Port Pamelafurt,Alyssaville,Bank C,Bank D,1
T000529,C8182,Transfer,5467.76,2025-06-27,04:57:08,72.108.0.138,Opera/9.21.(X11; Linux x86_64; tr-TR) Presto/2.9.168 Version/10.00,13673.63,12357.39,AC312604,AC230254,Robertton,New Jimmy,Bank A,Bank C,1
T000530,C8555,Payment,4080.21,2025-01-02,21:06:07,48.199.177.63,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.2; Trident/5.0),15671.03,14762.02,AC962416,AC784498,New Melissaville,Nataliefurt,Bank A,Bank E,1
T000531,C5938,Withdrawal,6997.42,2025-07-20,03:33:28,110.245.56.73,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; nr-ZA) AppleWebKit/535.49.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6535.49.6",17926.66,13500.58,AC958497,AC382234,Mccallhaven,Ruizberg,Bank B,Bank C,1
T000532,C5318,Withdrawal,4180.25,2025-03-21,00:56:22,192.139.62.103,Opera/8.27.(Windows NT 4.0; sat-IN) Presto/2.9.162 Version/12.00,9874.46,7123.95,AC555324,AC972032,Jacobmouth,Port Margaretberg,Bank A,Bank A,1
T000533,C8078,Transfer,9366.29,2025-05-07,06:00:37,199.231.162.76,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; ln-CD) AppleWebKit/531.26.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6531.26.6",1625.3,-5434.99,AC717964,AC422868,Schultzmouth,Michaelchester,Bank B,Bank E,1
T000534,C7877,Transfer,109.48,2024-10-02,14:57:25,40.144.80.8,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; ms-MY) AppleWebKit/535.14.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6535.14.2",16767.93,16665.42,AC653368,AC748574,North Gregory,West Veronica,Bank B,Bank A,1
T000535,C8879,Transfer,7524.35,2025-05-27,17:18:14,196.216.143.235,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_2_1 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/49.0.802.0 Mobile/08L709 Safari/536.0",11953.46,8840.82,AC560952,AC335492,North Greg,Christopherton,Bank C,Bank A,1
T000536,C4121,Withdrawal,363.14,2024-11-02,06:01:46,11.152.69.57,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; hsb-DE) AppleWebKit/532.20.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6532.20.3",13552.98,13491.54,AC589264,AC697069,East Sonyashire,Stacyshire,Bank E,Bank D,1
T000537,C3685,Withdrawal,3209.63,2024-10-05,07:38:40,33.121.129.241,"Mozilla/5.0 (Linux; Android 4.3) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/21.0.875.0 Safari/536.1",8377.12,6337.34,AC562598,AC947471,Leslieburgh,Alyssaport,Bank B,Bank C,1
T000538,C1052,Deposit,6274.53,2024-09-21,12:37:26,26.234.192.164,Mozilla/5.0 (Windows 98; Win 9x 4.90; ayc-PE; rv:1.9.1.20) Gecko/6395-09-27 19:43:58 Firefox/4.0,8832.29,4736.28,AC119923,AC612902,West Courtneyshire,Susanborough,Bank E,Bank C,1
T000539,C9145,Payment,973.4,2025-01-01,08:39:26,162.235.160.152,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/535.9.5 (KHTML, like Gecko) Version/5.0.3 Safari/535.9.5",12914.35,12067.62,AC232544,AC621150,Lake Johntown,Michelehaven,Bank D,Bank B,1
T000540,C4473,Transfer,736.74,2024-10-26,10:27:53,151.49.138.177,Mozilla/5.0 (Windows 98; be-BY; rv:1.9.0.20) Gecko/6968-12-23 08:32:39 Firefox/3.8,4963.22,4415.08,AC592313,AC842909,Cordovastad,Delgadoburgh,Bank E,Bank B,1
T000541,C4400,Deposit,8498.57,2024-10-09,03:19:37,123.140.255.88,Opera/8.17.(X11; Linux i686; tn-ZA) Presto/2.9.165 Version/11.00,4038.55,1378.03,AC722105,AC537481,West Jorgebury,North Chad,Bank D,Bank C,1
T000542,C3876,Transfer,3144.55,2025-08-10,22:05:23,82.182.239.112,"Mozilla/5.0 (iPad; CPU iPad OS 13_7 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) FxiOS/18.2w7553.0 Mobile/38C082 Safari/531.0",6484.26,5142.89,AC587771,AC324569,South Michaelshire,New Kristin,Bank E,Bank D,1
T000543,C2280,Transfer,3854.25,2025-03-04,06:56:42,222.185.88.33,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5 rv:5.0; mag-IN) AppleWebKit/532.31.1 (KHTML, like Gecko) Version/4.0.4 Safari/532.31.1",15470.77,12831.54,AC795787,AC363434,West Michaelmouth,Lake Manuelburgh,Bank D,Bank D,1
T000544,C3277,Payment,9003.13,2025-04-09,09:44:23,120.212.146.234,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/531.29.7 (KHTML, like Gecko) Version/4.1 Safari/531.29.7",14134.84,9582.59,AC826875,AC565512,Rogersside,West Dakotaberg,Bank A,Bank A,1
T000545,C3386,Withdrawal,2547.2,2024-12-08,11:02:34,191.143.178.252,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_9 rv:2.0; mni-IN) AppleWebKit/533.45.4 (KHTML, like Gecko) Version/4.0 Safari/533.45.4",19817.5,17780.11,AC634444,AC234746,Tylerside,Aaronburgh,Bank C,Bank E,1
T000546,C3929,Withdrawal,3723.88,2025-03-31,05:10:48,3.48.53.232,"Mozilla/5.0 (iPad; CPU iPad OS 17_2 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) CriOS/15.0.847.0 Mobile/13R906 Safari/531.0",4567.95,2595.07,AC949444,AC858186,Lake Clintonmouth,South Alexis,Bank C,Bank B,1
T000547,C5745,Withdrawal,7482.52,2025-06-28,10:41:21,191.92.239.12,"Mozilla/5.0 (Windows 95) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/15.0.809.0 Safari/531.1",10205.96,10058.17,AC276523,AC722094,Wangbury,Amberport,Bank A,Bank C,1
T000548,C2517,Deposit,4455.94,2025-05-07,16:09:39,40.180.143.88,Mozilla/5.0 (Android 7.1.2; Mobile; rv:64.0) Gecko/64.0 Firefox/64.0,16655.56,14821.7,AC471590,AC900280,Brianton,Daniellefort,Bank D,Bank C,1
T000549,C3559,Deposit,1326.15,2024-09-29,13:43:27,115.106.193.48,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; ky-KG) AppleWebKit/531.44.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6531.44.3",16243.79,16055.41,AC626944,AC889801,Barronburgh,Cartermouth,Bank A,Bank E,1
T000550,C4257,Payment,6061.99,2025-06-20,15:21:14,55.125.196.40,Opera/9.95.(X11; Linux i686; ht-HT) Presto/2.9.167 Version/11.00,18929.64,17425.65,AC203832,AC789696,Hessbury,Davidside,Bank D,Bank A,1
T000551,C7954,Deposit,2159.95,2024-09-07,23:30:36,28.35.22.21,Opera/9.49.(X11; Linux i686; an-ES) Presto/2.9.179 Version/11.00,5217.81,4497.8,AC650373,AC460626,Fuentesfort,Gallegosmouth,Bank A,Bank B,1
T000552,C9377,Deposit,9395.28,2024-09-22,13:39:16,221.54.229.237,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/5.1),6912.99,-298.81,AC384860,AC743029,Katherineview,Jackport,Bank D,Bank D,1
T000553,C7848,Deposit,3670.2,2025-03-16,11:08:37,110.174.176.66,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/5.1),15666.03,12200.97,AC890132,AC341986,Sherryfurt,Port Aprilstad,Bank E,Bank D,1
T000554,C5474,Deposit,642.28,2024-12-11,21:24:01,39.5.36.21,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/535.10.6 (KHTML, like Gecko) Version/4.0.4 Safari/535.10.6",6559.4,6245.33,AC168564,AC211760,Frankfort,Brendatown,Bank E,Bank C,1
T000555,C2752,Deposit,1100.51,2025-05-03,14:12:31,63.145.82.88,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; uk-UA) AppleWebKit/534.3.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6534.3.3",18028.19,17797.57,AC602756,AC204831,Alanshire,East John,Bank D,Bank D,1
T000556,C9439,Deposit,7456.05,2024-09-05,14:44:09,153.7.4.36,Opera/9.68.(X11; Linux x86_64; az-AZ) Presto/2.9.188 Version/12.00,8050.81,684.17,AC967462,AC630897,North Haley,Port Barbaramouth,Bank C,Bank D,1
T000557,C2034,Payment,7222.29,2025-01-08,06:38:22,113.26.232.30,"Mozilla/5.0 (iPad; CPU iPad OS 16_7_6 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/15.0.821.0 Mobile/16G145 Safari/535.0",11493.34,6942.27,AC813933,AC743073,Davidmouth,South Andrea,Bank D,Bank C,1
T000558,C7105,Payment,7348.55,2025-05-25,11:03:30,22.212.233.53,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/5.1),8405.72,1716.13,AC161263,AC703027,Hallfurt,North Antonioberg,Bank E,Bank E,1
T000559,C6570,Withdrawal,8503.76,2025-06-02,08:48:15,39.167.180.206,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) FxiOS/12.4h5813.0 Mobile/95V397 Safari/536.2",7233.25,4303.98,AC275629,AC229438,Clarkemouth,Brentbury,Bank B,Bank A,1
T000560,C5150,Transfer,1304.27,2024-09-02,14:07:39,203.98.74.105,Opera/9.11.(Windows NT 5.2; da-DK) Presto/2.9.179 Version/11.00,15757.74,15076.5,AC346239,AC148451,West Christinashire,Wongfurt,Bank D,Bank C,1
T000561,C6379,Deposit,4066.06,2024-10-11,16:45:07,64.63.75.124,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_9 rv:2.0; kok-IN) AppleWebKit/534.38.2 (KHTML, like Gecko) Version/4.0.3 Safari/534.38.2",2232.49,-467.45,AC211541,AC187335,New Anna,Jonesmouth,Bank B,Bank B,1
T000562,C6371,Deposit,6253.46,2024-12-08,06:41:53,61.89.177.252,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/28.0.877.0 Mobile/14E680 Safari/535.0",10254.55,4900.77,AC883226,AC911713,South Frank,Lake Ericport,Bank B,Bank C,1
T000563,C7125,Withdrawal,8470.83,2025-08-14,17:50:53,57.42.35.168,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_2) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/44.0.827.0 Safari/533.0",509.46,-3950.86,AC145089,AC204324,New Justinchester,Carterland,Bank D,Bank E,1
T000564,C8302,Withdrawal,3596.77,2025-01-04,02:15:12,157.100.62.118,Opera/9.73.(Windows NT 6.0; hu-HU) Presto/2.9.186 Version/10.00,8917.63,8533.03,AC915407,AC727873,West Darleneborough,Warnertown,Bank E,Bank E,1
T000565,C3202,Payment,6188.76,2024-09-22,23:23:07,28.124.38.29,Opera/9.78.(Windows NT 11.0; ja-JP) Presto/2.9.178 Version/12.00,11565.54,6764.88,AC573345,AC910224,Vaughnshire,East Hannah,Bank A,Bank B,1
T000566,C4649,Transfer,936.06,2025-05-14,00:34:47,185.20.70.28,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/531.45.3 (KHTML, like Gecko) Version/5.0.2 Safari/531.45.3",17547.87,17521.54,AC243461,AC208172,South Justin,Pollardfurt,Bank B,Bank A,1
T000567,C7903,Withdrawal,9731.85,2025-03-22,04:32:22,86.83.118.171,Opera/8.17.(X11; Linux i686; sd-PK) Presto/2.9.171 Version/10.00,13612.6,7950.34,AC632191,AC113004,Alexandraton,East Patriciabury,Bank E,Bank D,1
T000568,C7025,Withdrawal,1770.09,2025-07-11,22:00:27,8.75.204.255,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; brx-IN) AppleWebKit/535.34.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6535.34.7",9803.44,9768.32,AC728735,AC956103,Lake Amber,Mitchellberg,Bank E,Bank A,1
T000569,C9293,Deposit,3439.69,2025-07-01,01:50:06,57.118.194.48,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/3.0),10957.08,7921.44,AC142041,AC269323,South Joseph,New Kristinmouth,Bank D,Bank A,1
T000570,C4271,Deposit,5230.93,2025-07-26,01:07:31,112.24.200.222,Opera/8.94.(X11; Linux i686; ayc-PE) Presto/2.9.163 Version/10.00,6008.23,1163.46,AC107399,AC684415,Michelleton,Townsendtown,Bank D,Bank A,1
T000571,C5600,Deposit,1934.79,2024-12-26,14:54:05,72.246.169.163,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/44.0.877.0 Safari/533.2",1064.74,-560.11,AC108269,AC355944,Lyonston,East Christopher,Bank B,Bank B,1
T000572,C1341,Transfer,8935.29,2024-09-12,11:42:15,184.240.88.18,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_7 rv:3.0; hne-IN) AppleWebKit/533.38.7 (KHTML, like Gecko) Version/5.0 Safari/533.38.7",9008.76,480.51,AC118588,AC422656,Heatherton,Williamsmouth,Bank C,Bank A,1
T000573,C8562,Deposit,7149.19,2024-10-10,23:40:01,14.163.125.72,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_0) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/27.0.804.0 Safari/531.2",570.77,-5420.2,AC626801,AC721195,Moranhaven,East Alexandraside,Bank B,Bank A,1
T000574,C7150,Payment,193.29,2025-05-11,05:37:55,132.84.199.104,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 11.0; Trident/4.1),10306.46,10182.51,AC752597,AC974011,Lake Briantown,East Michaelland,Bank C,Bank B,1
T000575,C8344,Transfer,5937.71,2024-11-27,00:19:43,205.98.138.0,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/35.0.852.0 Safari/535.0",5086.19,2068.08,AC866099,AC614204,Lake Thomas,Flemingfurt,Bank E,Bank D,1
T000576,C6186,Withdrawal,701.63,2024-09-26,17:00:25,87.174.244.181,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; ti-ER) AppleWebKit/535.36.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6535.36.3",9626.94,9473.87,AC212426,AC814444,Greenemouth,West Jennifer,Bank A,Bank C,1
T000577,C3111,Deposit,4478.48,2025-08-24,18:00:54,80.177.223.197,Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/3.0),11974.61,10516.93,AC469433,AC343025,Ashleyfurt,Maddoxview,Bank B,Bank A,1
T000578,C6843,Deposit,3529.3,2025-03-27,23:45:18,206.144.128.123,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/3.0),11580.9,9270.27,AC839136,AC654976,Davidview,Dennishaven,Bank A,Bank C,1
T000579,C6923,Withdrawal,2829.87,2025-05-30,01:32:51,53.56.198.177,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/535.5.7 (KHTML, like Gecko) Version/5.1 Safari/535.5.7",19519.45,19396.29,AC881454,AC664122,Saraside,West Claudiaport,Bank E,Bank B,1
T000580,C5601,Payment,6733.91,2025-05-17,06:09:42,74.51.149.100,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/21.0.826.0 Safari/535.2",16481.28,13990.0,AC141166,AC817421,Lopezport,Garciaside,Bank D,Bank C,1
T000581,C3883,Withdrawal,7005.42,2025-01-28,15:22:19,72.22.77.7,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_3; rv:1.9.2.20) Gecko/6813-09-16 20:31:05 Firefox/3.8,844.06,288.84,AC706692,AC620514,North Lindahaven,South Raymondport,Bank A,Bank D,1
T000582,C8597,Transfer,2999.11,2024-10-02,21:03:04,160.145.19.154,Mozilla/5.0 (Windows NT 11.0; kw-GB; rv:1.9.0.20) Gecko/8537-02-07 17:21:17 Firefox/3.6.1,16401.42,15587.41,AC632147,AC955364,Port Katherine,Hayeschester,Bank B,Bank B,1
